task_id,study,cell_id,job_type,scenario_code,n,p,main_k,separation,main_structure,main_distribution,main_weights,residual_total,minority_ratio,q,minority_shape,minority_sd,minority_proximity,noise_type,k_fit,alpha_fit,restr_fact,auto_macro,nstart,null_reps,nstart_values,null_reps_values,rep_start,rep_end,method_set,factor_changed
2019,architecture,30,main,M1,1000,5,2,10,spherical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2020,architecture,30,main,M1,1000,5,2,10,spherical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2021,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2022,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2023,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
2024,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
2025,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
2026,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
2027,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
2028,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
2029,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
2030,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
2031,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
2032,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
2033,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
2034,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
2035,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
2036,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
2037,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
2038,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
2039,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
2040,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
2041,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
2042,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
2043,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
2044,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
2045,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
2046,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
2047,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
2048,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
2049,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2050,architecture,31,main,M1,1000,5,2,6,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2051,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2052,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2053,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
2054,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
2055,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
2056,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
2057,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
2058,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
2059,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
2060,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
2061,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
2062,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
2063,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
2064,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
2065,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
2066,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
2067,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
2068,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
2069,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
2070,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
2071,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
2072,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
2073,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
2074,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
2075,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
2076,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
2077,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
2078,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
2079,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2080,architecture,32,main,M1,1000,5,2,10,elliptical,normal,balanced,0.1,0.05,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2081,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2082,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2083,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
2084,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
2085,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
2086,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
2087,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
2088,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
2089,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
2090,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
2091,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
2092,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
2093,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
2094,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
2095,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
2096,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
2097,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
2098,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
2099,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
2100,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
2101,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
2102,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
2103,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
2104,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
2105,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
2106,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
2107,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
2108,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
2109,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2110,architecture,33,main,M2,500,2,2,6,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2111,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2112,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2113,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
2114,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
2115,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
2116,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
2117,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
2118,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
2119,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
2120,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
2121,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
2122,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
2123,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
2124,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
2125,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
2126,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
2127,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
2128,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
2129,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
2130,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
2131,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
2132,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
2133,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
2134,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
2135,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
2136,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
2137,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
2138,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
2139,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2140,architecture,34,main,M2,500,2,2,10,spherical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2141,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2142,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2143,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
2144,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
2145,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
2146,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
2147,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
2148,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
2149,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
2150,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
2151,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
2152,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
2153,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
2154,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
2155,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
2156,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
2157,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
2158,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
2159,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
2160,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
2161,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
2162,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
2163,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
2164,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
2165,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
2166,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
2167,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
2168,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
2169,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
2170,architecture,35,main,M2,500,2,2,6,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
2171,architecture,36,main,M2,500,2,2,10,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
2172,architecture,36,main,M2,500,2,2,10,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
2173,architecture,36,main,M2,500,2,2,10,elliptical,normal,balanced,0.1,0.025,1,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
