task_id,study,cell_id,job_type,scenario_code,n,p,main_k,separation,main_structure,main_distribution,main_weights,residual_total,minority_ratio,q,minority_shape,minority_sd,minority_proximity,noise_type,k_fit,alpha_fit,restr_fact,auto_macro,nstart,null_reps,nstart_values,null_reps_values,rep_start,rep_end,method_set,factor_changed
675,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,741,750,core,full_factorial
676,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,751,760,core,full_factorial
677,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,761,770,core,full_factorial
678,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,771,780,core,full_factorial
679,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,781,790,core,full_factorial
680,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,791,800,core,full_factorial
681,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,801,810,core,full_factorial
682,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,811,820,core,full_factorial
683,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,821,830,core,full_factorial
684,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,831,840,core,full_factorial
685,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,841,850,core,full_factorial
686,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,851,860,core,full_factorial
687,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,861,870,core,full_factorial
688,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,871,880,core,full_factorial
689,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,881,890,core,full_factorial
690,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,891,900,core,full_factorial
691,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,901,910,core,full_factorial
692,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,911,920,core,full_factorial
693,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,921,930,core,full_factorial
694,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,931,940,core,full_factorial
695,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,941,950,core,full_factorial
696,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,951,960,core,full_factorial
697,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,961,970,core,full_factorial
698,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,971,980,core,full_factorial
699,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,981,990,core,full_factorial
700,architecture,7,main,N0,500,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,991,1000,core,full_factorial
701,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
702,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
703,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
704,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
705,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
706,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
707,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
708,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
709,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
710,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
711,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
712,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
713,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
714,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
715,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
716,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
717,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
718,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
719,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
720,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
721,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
722,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
723,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
724,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
725,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
726,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
727,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
728,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
729,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
730,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
731,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,301,310,core,full_factorial
732,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,311,320,core,full_factorial
733,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,321,330,core,full_factorial
734,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,331,340,core,full_factorial
735,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,341,350,core,full_factorial
736,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,351,360,core,full_factorial
737,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,361,370,core,full_factorial
738,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,371,380,core,full_factorial
739,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,381,390,core,full_factorial
740,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,391,400,core,full_factorial
741,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,401,410,core,full_factorial
742,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,411,420,core,full_factorial
743,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,421,430,core,full_factorial
744,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,431,440,core,full_factorial
745,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,441,450,core,full_factorial
746,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,451,460,core,full_factorial
747,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,461,470,core,full_factorial
748,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,471,480,core,full_factorial
749,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,481,490,core,full_factorial
750,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,491,500,core,full_factorial
751,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,501,510,core,full_factorial
752,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,511,520,core,full_factorial
753,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,521,530,core,full_factorial
754,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,531,540,core,full_factorial
755,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,541,550,core,full_factorial
756,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,551,560,core,full_factorial
757,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,561,570,core,full_factorial
758,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,571,580,core,full_factorial
759,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,581,590,core,full_factorial
760,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,591,600,core,full_factorial
761,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,601,610,core,full_factorial
762,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,611,620,core,full_factorial
763,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,621,630,core,full_factorial
764,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,631,640,core,full_factorial
765,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,641,650,core,full_factorial
766,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,651,660,core,full_factorial
767,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,661,670,core,full_factorial
768,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,671,680,core,full_factorial
769,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,681,690,core,full_factorial
770,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,691,700,core,full_factorial
771,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,701,710,core,full_factorial
772,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,711,720,core,full_factorial
773,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,721,730,core,full_factorial
774,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,731,740,core,full_factorial
775,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,741,750,core,full_factorial
776,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,751,760,core,full_factorial
777,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,761,770,core,full_factorial
778,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,771,780,core,full_factorial
779,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,781,790,core,full_factorial
780,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,791,800,core,full_factorial
781,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,801,810,core,full_factorial
782,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,811,820,core,full_factorial
783,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,821,830,core,full_factorial
784,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,831,840,core,full_factorial
785,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,841,850,core,full_factorial
786,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,851,860,core,full_factorial
787,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,861,870,core,full_factorial
788,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,871,880,core,full_factorial
789,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,881,890,core,full_factorial
790,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,891,900,core,full_factorial
791,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,901,910,core,full_factorial
792,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,911,920,core,full_factorial
793,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,921,930,core,full_factorial
794,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,931,940,core,full_factorial
795,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,941,950,core,full_factorial
796,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,951,960,core,full_factorial
797,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,961,970,core,full_factorial
798,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,971,980,core,full_factorial
799,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,981,990,core,full_factorial
800,architecture,8,main,N0,500,5,2,10,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,991,1000,core,full_factorial
801,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,1,10,core,full_factorial
802,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,11,20,core,full_factorial
803,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,21,30,core,full_factorial
804,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,31,40,core,full_factorial
805,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,41,50,core,full_factorial
806,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,51,60,core,full_factorial
807,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,61,70,core,full_factorial
808,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,71,80,core,full_factorial
809,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,81,90,core,full_factorial
810,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,91,100,core,full_factorial
811,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,101,110,core,full_factorial
812,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,111,120,core,full_factorial
813,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,121,130,core,full_factorial
814,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,131,140,core,full_factorial
815,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,141,150,core,full_factorial
816,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,151,160,core,full_factorial
817,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,161,170,core,full_factorial
818,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,171,180,core,full_factorial
819,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,181,190,core,full_factorial
820,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,191,200,core,full_factorial
821,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,201,210,core,full_factorial
822,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,211,220,core,full_factorial
823,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,221,230,core,full_factorial
824,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,231,240,core,full_factorial
825,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,241,250,core,full_factorial
826,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,251,260,core,full_factorial
827,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,261,270,core,full_factorial
828,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,271,280,core,full_factorial
829,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,281,290,core,full_factorial
830,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,291,300,core,full_factorial
831,architecture,9,main,N0,1000,2,2,6,spherical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,uniform,2,0.1,20,False,500,49,,,301,310,core,full_factorial
