task_id,study,cell_id,job_type,scenario_code,n,p,main_k,separation,main_structure,main_distribution,main_weights,residual_total,minority_ratio,q,minority_shape,minority_sd,minority_proximity,noise_type,k_fit,alpha_fit,restr_fact,auto_macro,nstart,null_reps,nstart_values,null_reps_values,rep_start,rep_end,method_set,factor_changed
146,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,451,460,core,noise_type
147,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,461,470,core,noise_type
148,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,471,480,core,noise_type
149,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,481,490,core,noise_type
150,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,491,500,core,noise_type
151,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,501,510,core,noise_type
152,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,511,520,core,noise_type
153,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,521,530,core,noise_type
154,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,531,540,core,noise_type
155,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,541,550,core,noise_type
156,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,551,560,core,noise_type
157,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,561,570,core,noise_type
158,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,571,580,core,noise_type
159,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,581,590,core,noise_type
160,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,591,600,core,noise_type
161,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,601,610,core,noise_type
162,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,611,620,core,noise_type
163,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,621,630,core,noise_type
164,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,631,640,core,noise_type
165,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,641,650,core,noise_type
166,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,651,660,core,noise_type
167,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,661,670,core,noise_type
168,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,671,680,core,noise_type
169,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,681,690,core,noise_type
170,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,691,700,core,noise_type
171,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,701,710,core,noise_type
172,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,711,720,core,noise_type
173,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,721,730,core,noise_type
174,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,731,740,core,noise_type
175,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,741,750,core,noise_type
176,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,751,760,core,noise_type
177,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,761,770,core,noise_type
178,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,771,780,core,noise_type
179,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,781,790,core,noise_type
180,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,791,800,core,noise_type
181,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,801,810,core,noise_type
182,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,811,820,core,noise_type
183,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,821,830,core,noise_type
184,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,831,840,core,noise_type
185,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,841,850,core,noise_type
186,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,851,860,core,noise_type
187,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,861,870,core,noise_type
188,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,871,880,core,noise_type
189,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,881,890,core,noise_type
190,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,891,900,core,noise_type
191,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,901,910,core,noise_type
192,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,911,920,core,noise_type
193,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,921,930,core,noise_type
194,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,931,940,core,noise_type
195,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,941,950,core,noise_type
196,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,951,960,core,noise_type
197,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,961,970,core,noise_type
198,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,971,980,core,noise_type
199,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,981,990,core,noise_type
200,negative_control,2,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,gaussian_diffuse,2,0.1,20,False,500,49,,,991,1000,core,noise_type
201,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,1,10,core,noise_type
202,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,11,20,core,noise_type
203,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,21,30,core,noise_type
204,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,31,40,core,noise_type
205,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,41,50,core,noise_type
206,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,51,60,core,noise_type
207,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,61,70,core,noise_type
208,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,71,80,core,noise_type
209,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,81,90,core,noise_type
210,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,91,100,core,noise_type
211,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,101,110,core,noise_type
212,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,111,120,core,noise_type
213,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,121,130,core,noise_type
214,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,131,140,core,noise_type
215,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,141,150,core,noise_type
216,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,151,160,core,noise_type
217,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,161,170,core,noise_type
218,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,171,180,core,noise_type
219,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,181,190,core,noise_type
220,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,191,200,core,noise_type
221,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,201,210,core,noise_type
222,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,211,220,core,noise_type
223,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,221,230,core,noise_type
224,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,231,240,core,noise_type
225,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,241,250,core,noise_type
226,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,251,260,core,noise_type
227,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,261,270,core,noise_type
228,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,271,280,core,noise_type
229,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,281,290,core,noise_type
230,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,291,300,core,noise_type
231,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,301,310,core,noise_type
232,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,311,320,core,noise_type
233,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,321,330,core,noise_type
234,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,331,340,core,noise_type
235,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,341,350,core,noise_type
236,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,351,360,core,noise_type
237,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,361,370,core,noise_type
238,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,371,380,core,noise_type
239,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,381,390,core,noise_type
240,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,391,400,core,noise_type
241,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,401,410,core,noise_type
242,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,411,420,core,noise_type
243,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,421,430,core,noise_type
244,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,431,440,core,noise_type
245,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,441,450,core,noise_type
246,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,451,460,core,noise_type
247,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,461,470,core,noise_type
248,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,471,480,core,noise_type
249,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,481,490,core,noise_type
250,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,491,500,core,noise_type
251,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,501,510,core,noise_type
252,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,511,520,core,noise_type
253,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,521,530,core,noise_type
254,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,531,540,core,noise_type
255,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,541,550,core,noise_type
256,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,551,560,core,noise_type
257,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,561,570,core,noise_type
258,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,571,580,core,noise_type
259,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,581,590,core,noise_type
260,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,591,600,core,noise_type
261,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,601,610,core,noise_type
262,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,611,620,core,noise_type
263,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,621,630,core,noise_type
264,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,631,640,core,noise_type
265,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,641,650,core,noise_type
266,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,651,660,core,noise_type
267,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,661,670,core,noise_type
268,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,671,680,core,noise_type
269,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,681,690,core,noise_type
270,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,691,700,core,noise_type
271,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,701,710,core,noise_type
272,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,711,720,core,noise_type
273,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,721,730,core,noise_type
274,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,731,740,core,noise_type
275,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,741,750,core,noise_type
276,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,751,760,core,noise_type
277,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,761,770,core,noise_type
278,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,771,780,core,noise_type
279,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,781,790,core,noise_type
280,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,791,800,core,noise_type
281,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,801,810,core,noise_type
282,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,811,820,core,noise_type
283,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,821,830,core,noise_type
284,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,831,840,core,noise_type
285,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,841,850,core,noise_type
286,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,851,860,core,noise_type
287,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,861,870,core,noise_type
288,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,871,880,core,noise_type
289,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,881,890,core,noise_type
290,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,891,900,core,noise_type
291,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,901,910,core,noise_type
292,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,911,920,core,noise_type
293,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,921,930,core,noise_type
294,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,931,940,core,noise_type
295,negative_control,3,main,N0X,1000,5,2,6,elliptical,normal,balanced,0.1,0.0,0,gaussian,0.2,isolated,bridge,2,0.1,20,False,500,49,,,941,950,core,noise_type
