"study","cell_id","scenario","factor_changed","method","n","p","main_k","separation","main_structure","main_distribution","minority_ratio","q","minority_sd","minority_proximity","MajorARI","MinorityDetectionF1","MinorityClusterF1","AnyMicroDiscovery","AbsQError","SpuriousExtraClusters","end_to_end_seconds"
"architecture",50,"M3","full_factorial","HDBSCAN_full",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.916052892249373,0.846394119921526,0.846394119921526,1,1.36666666666667,1.36666666666667,0.00832333333344044
"architecture",51,"M3","full_factorial","HDBSCAN_full",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.017680529674738,0.722450216653434,0.722450216653434,0.823333333333333,0.513333333333333,0.336666666666667,0.0084533333333214
"architecture",52,"M3","full_factorial","HDBSCAN_full",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.848767299532705,0.837711397137745,0.837711397137745,1,1.37333333333333,1.37333333333333,0.00837666666679676
"architecture",53,"M3","full_factorial","HDBSCAN_full",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.00014307526022404,0.738791182587508,0.738791182587508,0.833333333333333,0.166666666666667,0,0.0111499999999069
"architecture",54,"M3","full_factorial","HDBSCAN_full",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",-5.07457492493777e-07,0.944479244238933,0.944479244238933,1,0,0,0.0109633333332628
"architecture",55,"M3","full_factorial","HDBSCAN_full",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.00425570569379086,0.795715935024329,0.795715935024329,0.87,0.13,0,0.0111799999999615
"architecture",56,"M3","full_factorial","HDBSCAN_full",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",-2.57528873415526e-07,0.92797504772158,0.92797504772158,1,0,0,0.0112200000001273
"architecture",57,"M3","full_factorial","HDBSCAN_full",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.469090807243389,0.799855164776389,0.799855164776389,0.893333333333333,3.1,3,0.0270033333333655
"architecture",58,"M3","full_factorial","HDBSCAN_full",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.944236643573811,0.864684001357014,0.864684001357014,1,1.85,1.85,0.0271100000000418
"architecture",59,"M3","full_factorial","HDBSCAN_full",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.0149525177705315,0.676164601281118,0.676164601281118,0.786666666666667,2.12,1.92666666666667,0.027383333333443
"architecture",60,"M3","full_factorial","HDBSCAN_full",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.868744567573056,0.855870371568136,0.855870371568136,1,2.74,2.74,0.0269333333333392
"architecture",61,"M3","full_factorial","HDBSCAN_full",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.000116073783786114,0.729298563763796,0.729298563763796,0.79,0.21,0,0.0342800000001444
"architecture",62,"M3","full_factorial","HDBSCAN_full",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",1.15116572423675e-06,0.935653728963111,0.935653728963111,0.983333333333333,0.0166666666666667,0,0.0333433333334081
"architecture",63,"M3","full_factorial","HDBSCAN_full",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.00380763647398887,0.805297861971186,0.805297861971186,0.87,0.13,0,0.0344000000000718
"architecture",64,"M3","full_factorial","HDBSCAN_full",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",7.26416179842934e-07,0.937904277321687,0.937904277321687,1,0,0,0.0334199999998358
"architecture",65,"M4","full_factorial","HDBSCAN_full",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.487468935084459,0.858244110537803,0.840983376417089,1,1.15666666666667,1.05,0.00851666666659488
"architecture",66,"M4","full_factorial","HDBSCAN_full",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.93589270998994,0.826029604826426,0.828164908054871,1,1.00333333333333,1.00333333333333,0.00840333333323845
"architecture",67,"M4","full_factorial","HDBSCAN_full",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.0174906365117244,0.842839414912941,0.832531338525506,1,0.29,0.226666666666667,0.00844333333323448
"architecture",68,"M4","full_factorial","HDBSCAN_full",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.87888805067269,0.816908843926833,0.819278717750263,1,1.45333333333333,1.45333333333333,0.00844333333323448
"architecture",69,"M4","full_factorial","HDBSCAN_full",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",4.2341248935164e-05,0.869278387508662,0.811291629826113,1,0.34,0,0.0112400000001556
"architecture",70,"M4","full_factorial","HDBSCAN_full",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",2.78634769758762e-07,0.917074587457873,0.91847488329954,1,0,0,0.0111299999998664
"architecture",71,"M4","full_factorial","HDBSCAN_full",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.00128832755422692,0.929016522709664,0.910255645844152,1,0.116666666666667,0,0.0114633333331828
"architecture",72,"M4","full_factorial","HDBSCAN_full",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",2.24566875923821e-06,0.889847516051973,0.891614640147045,1,0,0,0.0110433333333397
"architecture",73,"M4","full_factorial","HDBSCAN_full",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.412877912478085,0.878886568188318,0.8630741541546,1,3.01666666666667,2.96333333333333,0.0274433333333945
"architecture",74,"M4","full_factorial","HDBSCAN_full",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.943089818545115,0.840614171701143,0.841197481928528,1,2.16666666666667,2.16666666666667,0.0272866666663807
"architecture",75,"M4","full_factorial","HDBSCAN_full",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.00147091039441563,0.858215679976866,0.843185340139795,1,0.513333333333333,0.46,0.0273066666667364
"architecture",76,"M4","full_factorial","HDBSCAN_full",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.876063210022598,0.837297119817784,0.837512530032419,1,3.37666666666667,3.37666666666667,0.0271999999999874
"architecture",77,"M4","full_factorial","HDBSCAN_full",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",-1.03386547701456e-05,0.864924455630712,0.80465718158467,1,0.36,0,0.0345433333335556
"architecture",78,"M4","full_factorial","HDBSCAN_full",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",8.64430657514859e-07,0.936828912115142,0.936917456802973,1,0.00333333333333333,0,0.0335000000000097
"architecture",79,"M4","full_factorial","HDBSCAN_full",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.000884327190654538,0.919377029293498,0.89269191629734,1,0.16,0,0.0326166666664843
"architecture",80,"M4","full_factorial","HDBSCAN_full",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",1.32494366105037e-07,0.918361484986473,0.919111239987885,1,0,0,0.0315799999996913
"architecture",17,"M1","full_factorial","Oracle_TCLUST",500,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.946517984384463,0.978900230333688,0.978900230333688,1,0,0,0.18821000000006
"architecture",18,"M1","full_factorial","Oracle_TCLUST",500,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.970430913785172,0.983899357417536,0.983899357417536,1,0,0,0.18988333333314
"architecture",19,"M1","full_factorial","Oracle_TCLUST",500,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.912947944257382,0.979802797677886,0.979802797677886,1,0,0,0.191869999999944
"architecture",20,"M1","full_factorial","Oracle_TCLUST",500,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.973012816722447,0.984579405115806,0.984579405115806,1,0,0,0.190473333333345
"architecture",21,"M1","full_factorial","Oracle_TCLUST",500,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.946180486420951,0.985864843798398,0.985864843798398,1,0,0.00333333333333333,0.281033333333507
"architecture",22,"M1","full_factorial","Oracle_TCLUST",500,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.983196241284638,0.997400703871292,0.997400703871292,1,0,0,0.281570000000138
"architecture",23,"M1","full_factorial","Oracle_TCLUST",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.909052593752499,0.992966329583052,0.992966329583052,1,0,0,0.279933333333296
"architecture",24,"M1","full_factorial","Oracle_TCLUST",500,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.98371075691489,0.996935646053293,0.996935646053293,1,0,0,0.280760000000046
"architecture",25,"M1","full_factorial","Oracle_TCLUST",1000,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.947007121776696,0.979615766704495,0.979615766704496,1,0,0,0.353666666666625
"architecture",26,"M1","full_factorial","Oracle_TCLUST",1000,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.969864575368332,0.985042783781784,0.985042783781785,1,0,0,0.352513333333348
"architecture",27,"M1","full_factorial","Oracle_TCLUST",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.913515998422606,0.977751874290545,0.977751874290545,1,0,0,0.356149999999907
"architecture",28,"M1","full_factorial","Oracle_TCLUST",1000,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.973344873151053,0.985279893828869,0.985279893828869,1,0,0,0.352233333333449
"architecture",29,"M1","full_factorial","Oracle_TCLUST",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.951837725350831,0.997792661619103,0.997792661619103,1,0,0,0.504813333333162
"architecture",30,"M1","full_factorial","Oracle_TCLUST",1000,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.983863471783685,0.999438943894389,0.999438943894389,1,0,0,0.504776666666415
"architecture",31,"M1","full_factorial","Oracle_TCLUST",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.916136540342875,0.997726007894907,0.997726007894907,1,0,0,0.512263333333273
"architecture",32,"M1","full_factorial","Oracle_TCLUST",1000,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.984673573373703,0.99960396039604,0.99960396039604,1,0,0,0.505883333333222
"architecture",33,"M2","full_factorial","Oracle_TCLUST",500,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.927766819890005,0.931025032681055,0.931025032681055,0.993333333333333,0.00666666666666667,0.00666666666666667,0.188463333333239
"architecture",34,"M2","full_factorial","Oracle_TCLUST",500,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.958550090711235,0.95696356992444,0.956963569924439,1,0,0,0.188900000000006
"architecture",35,"M2","full_factorial","Oracle_TCLUST",500,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.897966687864668,0.926038957266843,0.926038957266843,0.986666666666667,0.0133333333333333,0.00666666666666667,0.190383333333399
"architecture",36,"M2","full_factorial","Oracle_TCLUST",500,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.961433231607894,0.957930421114229,0.957930421114229,1,0,0,0.190310000000112
"architecture",37,"M2","full_factorial","Oracle_TCLUST",500,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.922093934248102,0.797587852667091,0.797587852667091,1,0,0.0933333333333333,0.277259999999963
"architecture",38,"M2","full_factorial","Oracle_TCLUST",500,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.972868223985846,0.695691791222826,0.695691791222826,1,0,0.27,0.2792700000003
"architecture",39,"M2","full_factorial","Oracle_TCLUST",500,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.887866279004629,0.852476639501229,0.852476639501229,1,0,0.04,0.280953333333237
"architecture",40,"M2","full_factorial","Oracle_TCLUST",500,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.971879455091289,0.811242951173986,0.811242951173986,1,0,0.146666666666667,0.27603000000004
"architecture",41,"M2","full_factorial","Oracle_TCLUST",1000,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.930330334462361,0.944509198354693,0.944509198354693,0.993333333333333,0.00666666666666667,0,0.354079999999994
"architecture",42,"M2","full_factorial","Oracle_TCLUST",1000,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.960106329101085,0.966423307532393,0.966423307532393,1,0,0,0.351116666666627
"architecture",43,"M2","full_factorial","Oracle_TCLUST",1000,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.898971214044954,0.945942369246046,0.945942369246046,0.996666666666667,0.00333333333333333,0,0.353953333333278
"architecture",44,"M2","full_factorial","Oracle_TCLUST",1000,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.962728087762037,0.961983039394043,0.961983039394043,1,0,0,0.352303333333354
"architecture",45,"M2","full_factorial","Oracle_TCLUST",1000,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.93584589888925,0.916168570314097,0.916168570314097,1,0,0.0633333333333333,0.504409999999989
"architecture",46,"M2","full_factorial","Oracle_TCLUST",1000,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.97982128508626,0.800984434304819,0.800984434304819,1,0,0.193333333333333,0.501516666666575
"architecture",47,"M2","full_factorial","Oracle_TCLUST",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.900726701408675,0.941608829152481,0.941608829152481,1,0,0.0433333333333333,0.508183333333194
"architecture",48,"M2","full_factorial","Oracle_TCLUST",1000,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.979196844220509,0.860638369522942,0.860638369522942,1,0,0.133333333333333,0.505103333333233
"architecture",49,"M3","full_factorial","Oracle_TCLUST",500,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.948610381551036,0.939823563545213,0.939823563545213,1,0,0,0.190879999999997
"architecture",50,"M3","full_factorial","Oracle_TCLUST",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.970190673121813,0.96430828911712,0.96430828911712,1,0,0,0.188613333333378
"architecture",51,"M3","full_factorial","Oracle_TCLUST",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.90982658781259,0.933233150656522,0.933233150656522,1,0,0,0.190050000000022
"architecture",52,"M3","full_factorial","Oracle_TCLUST",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.972305803063966,0.961333789792383,0.961333789792383,1,0,0,0.188696666666656
"architecture",53,"M3","full_factorial","Oracle_TCLUST",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.943624780192361,0.938347998812248,0.938347998812248,1,0,0.01,0.27973333333334
"architecture",54,"M3","full_factorial","Oracle_TCLUST",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.982046592171137,0.985234862089759,0.985234862089759,1,0,0,0.280696666666639
"architecture",55,"M3","full_factorial","Oracle_TCLUST",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.906473107384253,0.94794159484821,0.94794159484821,1,0,0,0.281839999999829
"architecture",56,"M3","full_factorial","Oracle_TCLUST",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.982979402256592,0.986313460652766,0.986313460652766,1,0,0,0.282420000000081
"architecture",57,"M3","full_factorial","Oracle_TCLUST",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.94941067004876,0.939749552520955,0.939749552520955,1,0,0,0.353056666666598
"architecture",58,"M3","full_factorial","Oracle_TCLUST",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.969889822948318,0.963754948898713,0.963754948898713,1,0,0,0.35161333333331
"architecture",59,"M3","full_factorial","Oracle_TCLUST",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.914214004974985,0.933866815953789,0.933866815953789,1,0,0,0.356183333333235
"architecture",60,"M3","full_factorial","Oracle_TCLUST",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.972195400315204,0.962804593150278,0.962804593150278,1,0,0,0.349419999999809
"architecture",61,"M3","full_factorial","Oracle_TCLUST",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.949369993749222,0.963729181524592,0.963729181524592,1,0,0.01,0.508853333333379
"architecture",62,"M3","full_factorial","Oracle_TCLUST",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.983060718464362,0.991671527006814,0.991671527006814,1,0,0,0.507513333333397
"architecture",63,"M3","full_factorial","Oracle_TCLUST",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.912916960955995,0.969294749741079,0.969294749741079,1,0,0,0.511586666666626
"architecture",64,"M3","full_factorial","Oracle_TCLUST",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.983551101762772,0.991679742488547,0.991679742488548,1,0,0,0.505496666666501
"architecture",65,"M4","full_factorial","Oracle_TCLUST",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.968166397441735,0.824383499467172,0.747110760377968,1,0.203333333333333,0.23,0.229586666666546
"architecture",66,"M4","full_factorial","Oracle_TCLUST",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.979601828333978,0.883267465562349,0.836648891095801,1,0.04,0.223333333333333,0.226476666666664
"architecture",67,"M4","full_factorial","Oracle_TCLUST",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.926686217877948,0.834034288597466,0.765839479761829,1,0.116666666666667,0.266666666666667,0.229330000000045
"architecture",68,"M4","full_factorial","Oracle_TCLUST",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.980985474614473,0.86364372293433,0.809642553506912,1,0.03,0.276666666666667,0.225406666666555
"architecture",69,"M4","full_factorial","Oracle_TCLUST",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.917236177667233,0.80043099921349,0.774626277034409,1,0.00333333333333333,0.213333333333333,0.369423333333289
"architecture",70,"M4","full_factorial","Oracle_TCLUST",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.97165848834984,0.859615952068923,0.799430144530399,1,0.00333333333333333,0.336666666666667,0.37401999999997
"architecture",71,"M4","full_factorial","Oracle_TCLUST",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.896831848086224,0.875425507550622,0.856217412383192,1,0,0.136666666666667,0.3737033333333
"architecture",72,"M4","full_factorial","Oracle_TCLUST",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.973419869046887,0.866257311882483,0.811650680304054,1,0,0.303333333333333,0.371339999999812
"architecture",73,"M4","full_factorial","Oracle_TCLUST",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.972579281490614,0.824718549067844,0.749782055463799,1,0.28,0.163333333333333,0.428736666666664
"architecture",74,"M4","full_factorial","Oracle_TCLUST",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.981235667173128,0.890814708525157,0.848849789631162,1,0.0266666666666667,0.22,0.422116666666419
"architecture",75,"M4","full_factorial","Oracle_TCLUST",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.928817138461991,0.87104376242106,0.821808363217899,1,0.0833333333333333,0.206666666666667,0.427146666666825
"architecture",76,"M4","full_factorial","Oracle_TCLUST",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.983641347750984,0.886338264250132,0.84374574607922,1,0.0133333333333333,0.236666666666667,0.421503333333421
"architecture",77,"M4","full_factorial","Oracle_TCLUST",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.949911016262914,0.896286297885233,0.864489560125075,1,0,0.22,0.651120000000022
"architecture",78,"M4","full_factorial","Oracle_TCLUST",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.984667320538219,0.898446652411886,0.852336158104836,1,0,0.273333333333333,0.648993333333395
"architecture",79,"M4","full_factorial","Oracle_TCLUST",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.920328649778343,0.966277401616834,0.960473701053591,1,0,0.0466666666666667,0.629023333333583
"architecture",80,"M4","full_factorial","Oracle_TCLUST",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.984533194709974,0.928263413297351,0.897726190227676,1,0,0.18,0.620923333333121
"architecture",1,"N0","full_factorial","OTRIMLE_fixedK",500,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.884684640868895,NA,NA,0.002,0.002,0.002,0.583566999999999
"architecture",2,"N0","full_factorial","OTRIMLE_fixedK",500,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.814986368262245,NA,NA,0.001,0.001,0.001,0.458255999999999
"architecture",3,"N0","full_factorial","OTRIMLE_fixedK",500,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.872460190192695,NA,NA,0.001,0.001,0.001,0.817647999999996
"architecture",4,"N0","full_factorial","OTRIMLE_fixedK",500,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.855943269209624,NA,NA,0,0,0,0.510485000000005
"architecture",5,"N0","full_factorial","OTRIMLE_fixedK",500,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.474796922914895,NA,NA,0.002,0.002,0.002,1.395316
"architecture",6,"N0","full_factorial","OTRIMLE_fixedK",500,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.700970429448999,NA,NA,0,0,0,1.05308899999998
"architecture",7,"N0","full_factorial","OTRIMLE_fixedK",500,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.450493870538378,NA,NA,0,0,0,1.67907499999999
"architecture",8,"N0","full_factorial","OTRIMLE_fixedK",500,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.589066376284325,NA,NA,0,0,0,1.21015899999998
"architecture",9,"N0","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.939212237763524,NA,NA,0,0,0,1.10188300000002
"architecture",10,"N0","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.846061356753554,NA,NA,0.001,0.001,0.001,0.803973999999964
"architecture",11,"N0","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.898756301170968,NA,NA,0.001,0.001,0.001,1.51262500000001
"architecture",12,"N0","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.886990288299069,NA,NA,0,0,0,0.86522299999998
"architecture",13,"N0","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.47295080580338,NA,NA,0,0,0,2.58812399999999
"architecture",14,"N0","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.660471129412079,NA,NA,0,0,0,2.02970499999998
"architecture",15,"N0","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.4970972083243,NA,NA,0.001,0.001,0.001,2.85156999999992
"architecture",16,"N0","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.614020279447894,NA,NA,0,0,0,2.08535200000001
"architecture",17,"M1","full_factorial","OTRIMLE_fixedK",500,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",4.08861436815461e-07,0.902705144116667,0.902705144116667,0.963333333333333,0.0366666666666667,0,0.488099999999959
"architecture",18,"M1","full_factorial","OTRIMLE_fixedK",500,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",8.71033358387874e-05,0.943541335156202,0.943541335156202,1,0,0,0.459846666666587
"architecture",19,"M1","full_factorial","OTRIMLE_fixedK",500,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",3.97127851983527e-07,0.892890481561192,0.892890481561192,0.96,0.04,0,0.57015333333351
"architecture",20,"M1","full_factorial","OTRIMLE_fixedK",500,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.000120403068417399,0.948593048933915,0.948593048933915,1,0,0,0.503466666666609
"architecture",21,"M1","full_factorial","OTRIMLE_fixedK",500,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",1.97994003949549e-06,0.992131023564616,0.992131023564616,0.996666666666667,0.00333333333333333,0,0.759176666666826
"architecture",22,"M1","full_factorial","OTRIMLE_fixedK",500,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0,0.9967543659941,0.9967543659941,1,0,0,0.774010000000029
"architecture",23,"M1","full_factorial","OTRIMLE_fixedK",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",2.64985171851886e-06,0.991477845129343,0.991477845129343,0.996666666666667,0.00333333333333333,0,0.864853333333206
"architecture",24,"M1","full_factorial","OTRIMLE_fixedK",500,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",1.31985735509562e-07,0.997139123670755,0.997139123670755,1,0,0,0.82155666666662
"architecture",25,"M1","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",2.16023743938834e-05,0.878113536621431,0.878113536621431,0.933333333333333,0.0666666666666667,0,0.850086666666806
"architecture",26,"M1","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",1.28500201869575e-06,0.954968832200377,0.954968832200377,1,0,0,0.827603333333209
"architecture",27,"M1","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",-9.66810741061653e-08,0.902362767329598,0.902362767329598,0.963333333333333,0.0366666666666667,0,0.97282999999997
"architecture",28,"M1","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",6.89649190727916e-07,0.955346040980926,0.955346040980926,1,0,0,0.881636666666624
"architecture",29,"M1","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",9.88782069662564e-07,0.990368213291917,0.990368213291917,0.993333333333333,0.00666666666666667,0,1.29255666666671
"architecture",30,"M1","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0,0.997440495202707,0.997440495202707,1,0,0,1.31303999999982
"architecture",31,"M1","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00307416826269057,0.982465427582164,0.982465427582164,0.986666666666667,0.0133333333333333,0,1.52205000000008
"architecture",32,"M1","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",4.62824053231815e-07,0.998516792855756,0.998516792855756,1,0,0,1.4187333333334
"architecture",33,"M2","full_factorial","OTRIMLE_fixedK",500,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.0305150493045381,0.609020554228486,0.609020554228486,0.796666666666667,0.203333333333333,0,0.598426666666613
"architecture",34,"M2","full_factorial","OTRIMLE_fixedK",500,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.00950552350400251,0.672477366249888,0.672477366249888,0.913333333333333,0.0866666666666667,0,0.504759999999806
"architecture",35,"M2","full_factorial","OTRIMLE_fixedK",500,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.0378096618506912,0.682090141701825,0.682090141701825,0.873333333333333,0.126666666666667,0,0.759423333333483
"architecture",36,"M2","full_factorial","OTRIMLE_fixedK",500,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.0484616507541659,0.65051318594653,0.65051318594653,0.886666666666667,0.113333333333333,0,0.565273333333498
"architecture",37,"M2","full_factorial","OTRIMLE_fixedK",500,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",4.57126143642248e-06,0.950118346141876,0.950118346141876,0.963333333333333,0.0366666666666667,0,0.759386666666663
"architecture",38,"M2","full_factorial","OTRIMLE_fixedK",500,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",-6.48224577950386e-07,0.991238746438746,0.991238746438746,1,0,0,0.78582000000007
"architecture",39,"M2","full_factorial","OTRIMLE_fixedK",500,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",6.47290371803046e-06,0.966913308913309,0.966913308913309,0.983333333333333,0.0166666666666667,0,0.868499999999888
