"study","cell_id","scenario","factor_changed","method","n","p","main_k","separation","main_structure","main_distribution","minority_ratio","q","minority_sd","minority_proximity","MajorARI","MinorityDetectionF1","MinorityClusterF1","AnyMicroDiscovery","AbsQError","SpuriousExtraClusters","end_to_end_seconds"
"architecture",40,"M2","full_factorial","OTRIMLE_fixedK",500,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",2.91493251162599e-06,0.992107908438943,0.992107908438943,1,0,0,0.856800000000136
"architecture",41,"M2","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.00661947766884315,0.663907242043658,0.663907242043658,0.796666666666667,0.203333333333333,0,0.983573333333455
"architecture",42,"M2","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",7.92801339589729e-06,0.74268812081959,0.74268812081959,0.926666666666667,0.0733333333333333,0,0.881946666666712
"architecture",43,"M2","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",7.17924058314138e-05,0.736632598050125,0.736632598050125,0.876666666666667,0.123333333333333,0,1.19322999999981
"architecture",44,"M2","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",-1.99230489173103e-07,0.787152906250872,0.787152906250872,0.96,0.04,0,0.934826666666522
"architecture",45,"M2","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",9.39782108597965e-07,0.948292452604328,0.948292452604328,0.96,0.04,0,1.32345000000012
"architecture",46,"M2","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",6.59175126709273e-08,0.994152840623429,0.994152840623429,1,0,0,1.36868666666663
"architecture",47,"M2","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",4.40018201377598e-06,0.977126197463201,0.977126197463201,0.99,0.01,0,1.50617999999985
"architecture",48,"M2","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",6.60575142383758e-07,0.995769230769231,0.995769230769231,1,0,0,1.55481333333323
"architecture",49,"M3","full_factorial","OTRIMLE_fixedK",500,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.171850641210738,0.570332951820546,0.570332951820546,0.65,0.35,0,0.697193333333428
"architecture",50,"M3","full_factorial","OTRIMLE_fixedK",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.17529475666752,0.70137187484688,0.70137187484688,0.803333333333333,0.196666666666667,0,0.567943333333327
"architecture",51,"M3","full_factorial","OTRIMLE_fixedK",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.18627814162256,0.492810093508568,0.492810093508568,0.556666666666667,0.443333333333333,0,0.698576666666619
"architecture",52,"M3","full_factorial","OTRIMLE_fixedK",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.247378941670729,0.631063095614461,0.631063095614461,0.713333333333333,0.286666666666667,0,0.625893333333394
"architecture",53,"M3","full_factorial","OTRIMLE_fixedK",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",8.39619883148627e-06,0.724711280924438,0.724711280924438,0.786666666666667,0.213333333333333,0,1.41465333333341
"architecture",54,"M3","full_factorial","OTRIMLE_fixedK",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",2.73332084194564e-07,0.960127347924642,0.960127347924642,1,0,0,1.19145333333323
"architecture",55,"M3","full_factorial","OTRIMLE_fixedK",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",2.07809735880297e-05,0.711651088771456,0.711651088771456,0.77,0.23,0,1.35945999999987
"architecture",56,"M3","full_factorial","OTRIMLE_fixedK",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",3.97462336503503e-06,0.971626687036741,0.971626687036741,1,0,0,1.2053666666668
"architecture",57,"M3","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.0255691126942848,0.678214332018427,0.678214332018427,0.756666666666667,0.243333333333333,0,1.33738333333318
"architecture",58,"M3","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.0287838709168345,0.875437671697738,0.875437671697738,0.966666666666667,0.0333333333333333,0,1.15929666666656
"architecture",59,"M3","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.0292223573397463,0.442098898755494,0.442098898755494,0.493333333333333,0.506666666666667,0,1.4591233333333
"architecture",60,"M3","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.0544545569313539,0.846100957231207,0.846100957231207,0.936666666666667,0.0633333333333333,0,1.27258333333342
"architecture",61,"M3","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",1.24787292870162e-06,0.663493194131317,0.663493194131317,0.713333333333333,0.286666666666667,0,2.31341999999992
"architecture",62,"M3","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",2.64038526168779e-07,0.966255805499029,0.966255805499029,1,0,0,2.21179666666686
"architecture",63,"M3","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",7.11243853459431e-06,0.536690046681972,0.536690046681972,0.573333333333333,0.426666666666667,0,2.43219333333321
"architecture",64,"M3","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",1.29377409751355e-06,0.973265059564495,0.973265059564495,1,0,0,2.02819333333317
"architecture",65,"M4","full_factorial","OTRIMLE_fixedK",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0,0.601501769428699,0.436096475564423,0.976666666666667,1.02333333333333,0,0.513859999999986
"architecture",66,"M4","full_factorial","OTRIMLE_fixedK",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.00342998883234571,0.582705836568605,0.413788187523317,0.996666666666667,1.00333333333333,0,0.489706666666668
"architecture",67,"M4","full_factorial","OTRIMLE_fixedK",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",-1.31399132240805e-07,0.601248541998275,0.434124752320537,0.99,1.01,0,0.575263333333423
"architecture",68,"M4","full_factorial","OTRIMLE_fixedK",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",6.57319908730691e-05,0.593005222788001,0.422332355311409,0.996666666666667,1.00333333333333,0,0.494946666666547
"architecture",69,"M4","full_factorial","OTRIMLE_fixedK",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",1.67145915239027e-07,0.651478893873631,0.489644105277439,0.983333333333333,1.01666666666667,0,0.795113333333417
"architecture",70,"M4","full_factorial","OTRIMLE_fixedK",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",1.31985735509562e-07,0.664401527033106,0.498387844254511,1,1,0,0.791946666666712
"architecture",71,"M4","full_factorial","OTRIMLE_fixedK",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",3.12051171476794e-05,0.656820591846908,0.495945719712386,0.996666666666667,1.00333333333333,0,0.894573333333331
"architecture",72,"M4","full_factorial","OTRIMLE_fixedK",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",1.86084730190406e-06,0.66319866019866,0.497569692036359,1,1,0,0.840513333333111
"architecture",73,"M4","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0,0.605071312180758,0.440259512095048,0.97,1.03,0,0.865603333333432
"architecture",74,"M4","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0,0.584501337838194,0.413628283998338,1,1,0,0.838589999999846
"architecture",75,"M4","full_factorial","OTRIMLE_fixedK",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0,0.605077072799133,0.43515583075083,0.996666666666667,1.00333333333333,0,1.0051833333336
"architecture",76,"M4","full_factorial","OTRIMLE_fixedK",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",-1.63405551573631e-07,0.597908337369253,0.427480545512534,1,1,0,0.874149999999924
"architecture",77,"M4","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",1.40495181838052e-06,0.649364319890636,0.486385118149824,0.976666666666667,1.02333333333333,0,1.4049133333331
"architecture",78,"M4","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",-3.2665789610114e-08,0.665206956785904,0.49836978381096,1,1,0,1.34766333333314
"architecture",79,"M4","full_factorial","OTRIMLE_fixedK",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",3.78142119750968e-05,0.660446162025109,0.494685700598575,0.993333333333333,1.00666666666667,0,1.43875999999984
"architecture",80,"M4","full_factorial","OTRIMLE_fixedK",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",-3.28855146541262e-08,0.66444976076555,0.497525138260432,1,1,0,1.35082333333332
"architecture",1,"N0","full_factorial","TCLUST",500,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.866803392405327,NA,NA,0,0,0,0.149327999999999
"architecture",2,"N0","full_factorial","TCLUST",500,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.916235367185083,NA,NA,0,0,0,0.142709000000001
"architecture",3,"N0","full_factorial","TCLUST",500,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.84622920091328,NA,NA,0,0,0,0.148993000000004
"architecture",4,"N0","full_factorial","TCLUST",500,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.922497999616632,NA,NA,0,0,0,0.146821000000007
"architecture",5,"N0","full_factorial","TCLUST",500,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.884208169845397,NA,NA,0,0,0,0.201937000000003
"architecture",6,"N0","full_factorial","TCLUST",500,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.956590658759483,NA,NA,0,0,0,0.202535
"architecture",7,"N0","full_factorial","TCLUST",500,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.855031593502373,NA,NA,0,0,0,0.202403000000008
"architecture",8,"N0","full_factorial","TCLUST",500,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.958571476085636,NA,NA,0,0,0,0.203685999999992
"architecture",9,"N0","full_factorial","TCLUST",1000,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.867258852275593,NA,NA,0,0,0,0.275957000000024
"architecture",10,"N0","full_factorial","TCLUST",1000,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.916788586380457,NA,NA,0,0,0,0.276751000000007
"architecture",11,"N0","full_factorial","TCLUST",1000,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.847397217226593,NA,NA,0,0,0,0.277981999999962
"architecture",12,"N0","full_factorial","TCLUST",1000,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.922937570598196,NA,NA,0,0,0,0.277056000000006
"architecture",13,"N0","full_factorial","TCLUST",1000,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.885739285355292,NA,NA,0,0,0,0.373350999999997
"architecture",14,"N0","full_factorial","TCLUST",1000,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.957210755025961,NA,NA,0,0,0,0.370374000000009
"architecture",15,"N0","full_factorial","TCLUST",1000,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.859263106240244,NA,NA,0,0,0,0.374549999999977
"architecture",16,"N0","full_factorial","TCLUST",1000,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.959276110161009,NA,NA,0,0,0,0.372535999999996
"architecture",17,"M1","full_factorial","TCLUST",500,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.950190933615718,0,0,0,1,0,0.146776666666774
"architecture",18,"M1","full_factorial","TCLUST",500,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.97310195698054,0,0,0,1,0,0.149583333333333
"architecture",19,"M1","full_factorial","TCLUST",500,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.914579666027688,0,0,0,1,0,0.149753333333295
"architecture",20,"M1","full_factorial","TCLUST",500,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.975117247556642,0,0,0,1,0,0.150616666666501
"architecture",21,"M1","full_factorial","TCLUST",500,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.800102716380702,0.13921568627451,0.13921568627451,0.14,0.86,0,0.207323333333176
"architecture",22,"M1","full_factorial","TCLUST",500,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.937757796838219,0.0464731020613374,0.0464731020613374,0.0466666666666667,0.953333333333333,0,0.20514333333329
"architecture",23,"M1","full_factorial","TCLUST",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.861674213998299,0.0496732026143791,0.0496732026143791,0.05,0.95,0,0.207343333333362
"architecture",24,"M1","full_factorial","TCLUST",500,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.964439070409785,0.0199346405228758,0.0199346405228758,0.02,0.98,0,0.205816666666591
"architecture",25,"M1","full_factorial","TCLUST",1000,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.950328372001881,0,0,0,1,0,0.277033333333396
"architecture",26,"M1","full_factorial","TCLUST",1000,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.971935998249915,0,0,0,1,0,0.277169999999981
"architecture",27,"M1","full_factorial","TCLUST",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.91475410990345,0,0,0,1,0,0.27738666666668
"architecture",28,"M1","full_factorial","TCLUST",1000,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.975507204909048,0,0,0,1,0,0.276443333333373
"architecture",29,"M1","full_factorial","TCLUST",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.727985844431555,0.226238270885912,0.226238270885912,0.226666666666667,0.773333333333333,0,0.377246666666664
"architecture",30,"M1","full_factorial","TCLUST",1000,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.954396994644851,0.03,0.03,0.03,0.97,0,0.374779999999992
"architecture",31,"M1","full_factorial","TCLUST",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.89977570070559,0.0166336633663366,0.0166336633663366,0.0166666666666667,0.983333333333333,0,0.382150000000086
"architecture",32,"M1","full_factorial","TCLUST",1000,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.978208224633355,0.00666666666666667,0.00666666666666667,0.00666666666666667,0.993333333333333,0,0.375943333333234
"architecture",33,"M2","full_factorial","TCLUST",500,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.931363939310535,0,0,0,1,0,0.147653333333425
"architecture",34,"M2","full_factorial","TCLUST",500,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.962056042527653,0,0,0,1,0,0.147839999999912
"architecture",35,"M2","full_factorial","TCLUST",500,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.900003450745855,0,0,0,1,0,0.148966666666577
"architecture",36,"M2","full_factorial","TCLUST",500,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.96482443806872,0,0,0,1,0,0.149686666666736
"architecture",37,"M2","full_factorial","TCLUST",500,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.936608033025575,0,0,0,1,0,0.20546000000013
"architecture",38,"M2","full_factorial","TCLUST",500,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.978511004230145,0,0,0,1,0,0.204716666666633
"architecture",39,"M2","full_factorial","TCLUST",500,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.897621471071017,0,0,0,1,0,0.207259999999975
"architecture",40,"M2","full_factorial","TCLUST",500,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.978572007503383,0,0,0,1,0,0.203083333333355
"architecture",41,"M2","full_factorial","TCLUST",1000,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.933166032681026,0,0,0,1,0,0.277189999999913
"architecture",42,"M2","full_factorial","TCLUST",1000,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.962275592074495,0,0,0,1,0,0.276116666666664
"architecture",43,"M2","full_factorial","TCLUST",1000,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.900191171649848,0,0,0,1,0,0.278196666666687
"architecture",44,"M2","full_factorial","TCLUST",1000,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.965166252498953,0,0,0,1,0,0.275946666666568
"architecture",45,"M2","full_factorial","TCLUST",1000,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.937785049621054,0,0,0,1,0,0.376270000000053
"architecture",46,"M2","full_factorial","TCLUST",1000,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.978953108228188,0,0,0,1,0,0.373393333333236
"architecture",47,"M2","full_factorial","TCLUST",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.902316130071582,0,0,0,1,0,0.378390000000024
"architecture",48,"M2","full_factorial","TCLUST",1000,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.979697651399539,0,0,0,1,0,0.37640333333334
"architecture",49,"M3","full_factorial","TCLUST",500,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.950693247066304,0,0,0,1,0,0.14976333333337
"architecture",50,"M3","full_factorial","TCLUST",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.972873990024694,0,0,0,1,0,0.14863666666685
"architecture",51,"M3","full_factorial","TCLUST",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.911602557395802,0,0,0,1,0,0.148420000000103
"architecture",52,"M3","full_factorial","TCLUST",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.975331973329822,0,0,0,1,0,0.14883999999997
"architecture",53,"M3","full_factorial","TCLUST",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.951790348211307,0,0,0,1,0,0.20628666666665
"architecture",54,"M3","full_factorial","TCLUST",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.98386793843346,0,0,0,1,0,0.204296666666511
"architecture",55,"M3","full_factorial","TCLUST",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.907041008161464,0,0,0,1,0,0.207906666666653
"architecture",56,"M3","full_factorial","TCLUST",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.984821402048933,0,0,0,1,0,0.206156666666599
"architecture",57,"M3","full_factorial","TCLUST",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.950823021458125,0,0,0,1,0,0.27505666666669
"architecture",58,"M3","full_factorial","TCLUST",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.972684750266563,0,0,0,1,0,0.276486666666606
"architecture",59,"M3","full_factorial","TCLUST",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.914697382463214,0,0,0,1,0,0.277849999999902
"architecture",60,"M3","full_factorial","TCLUST",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.975206632487394,0,0,0,1,0,0.274753333333453
"architecture",61,"M3","full_factorial","TCLUST",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.95249580345017,0,0,0,1,0,0.380296666666751
"architecture",62,"M3","full_factorial","TCLUST",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.983969518554295,0,0,0,1,0,0.374956666666585
"architecture",63,"M3","full_factorial","TCLUST",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.911650973216506,0,0,0,1,0,0.381539999999938
"architecture",64,"M3","full_factorial","TCLUST",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.984550321868636,0,0,0,1,0,0.374560000000129
"architecture",65,"M4","full_factorial","TCLUST",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.961424680195779,0,0,0,2,0,0.149270000000045
"architecture",66,"M4","full_factorial","TCLUST",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.980795079754936,0,0,0,2,0,0.147959999999985
"architecture",67,"M4","full_factorial","TCLUST",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.923424273475154,0,0,0,2,0,0.14940333333343
"architecture",68,"M4","full_factorial","TCLUST",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.981991126039137,0,0,0,2,0,0.148286666666681
"architecture",69,"M4","full_factorial","TCLUST",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.961245496408083,0,0,0,2,0,0.205306666666632
"architecture",70,"M4","full_factorial","TCLUST",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.987821830246682,0,0,0,2,0,0.205646666666629
"architecture",71,"M4","full_factorial","TCLUST",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.919817884966338,0,0,0,2,0,0.206119999999877
"architecture",72,"M4","full_factorial","TCLUST",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.987560246377304,0,0,0,2,0,0.206116666666591
"architecture",73,"M4","full_factorial","TCLUST",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.961977798756041,0,0,0,2,0,0.277923333333286
"architecture",74,"M4","full_factorial","TCLUST",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.980081066751389,0,0,0,2,0,0.27544000000015
"architecture",75,"M4","full_factorial","TCLUST",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.923531945007298,0,0,0,2,0,0.276920000000112
"architecture",76,"M4","full_factorial","TCLUST",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.982733760113795,0,0,0,2,0,0.275620000000102
"architecture",77,"M4","full_factorial","TCLUST",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.962256385579028,0,0,0,2,0,0.37561999999992
"architecture",78,"M4","full_factorial","TCLUST",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.987707263060403,0,0,0,2,0,0.371939999999959
"architecture",79,"M4","full_factorial","TCLUST",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.924598795743079,0,0,0,2,0,0.365056666666884
"architecture",80,"M4","full_factorial","TCLUST",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.988362551024339,0,0,0,2,0,0.356719999999841
"architecture",1,"N0","full_factorial","tEIGEN_BIC",500,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.981051178268324,NA,NA,0.206,0.206,0.206,37.962569
"architecture",2,"N0","full_factorial","tEIGEN_BIC",500,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.991658118254806,NA,NA,0.557,0.58,0.58,32.83782
"architecture",3,"N0","full_factorial","tEIGEN_BIC",500,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.939381641554685,NA,NA,0.251,0.271,0.271,39.043919
"architecture",4,"N0","full_factorial","tEIGEN_BIC",500,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.995357416774021,NA,NA,0.356,0.439,0.439,30.515633
"architecture",5,"N0","full_factorial","tEIGEN_BIC",500,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.932194028020487,NA,NA,0.435,0.561,0.561,44.876066
"architecture",6,"N0","full_factorial","tEIGEN_BIC",500,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.99730421557189,NA,NA,0.118,0.119,0.119,36.654201
"architecture",7,"N0","full_factorial","tEIGEN_BIC",500,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.765746806686249,NA,NA,0.407,0.884,0.884,40.849278
"architecture",8,"N0","full_factorial","tEIGEN_BIC",500,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.835444069680539,NA,NA,0.347,0.735,0.735,32.438775
"architecture",9,"N0","full_factorial","tEIGEN_BIC",1000,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.983748615202384,NA,NA,0.266,0.267,0.267,95.920523
"architecture",10,"N0","full_factorial","tEIGEN_BIC",1000,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.998217366544898,NA,NA,0.766,0.877,0.877,72.011124
"architecture",11,"N0","full_factorial","tEIGEN_BIC",1000,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.935593229079974,NA,NA,0.603,0.737,0.737,84.695629
"architecture",12,"N0","full_factorial","tEIGEN_BIC",1000,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.991317163996742,NA,NA,0.834,1.066,1.066,59.022958
"architecture",13,"N0","full_factorial","tEIGEN_BIC",1000,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.945971580719156,NA,NA,0.433,0.552,0.552,92.541785
"architecture",14,"N0","full_factorial","tEIGEN_BIC",1000,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.998793221104855,NA,NA,0.32,0.324,0.324,76.11076
"architecture",15,"N0","full_factorial","tEIGEN_BIC",1000,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.930258979793868,NA,NA,0.037,0.09,0.09,82.2374419999999
"architecture",16,"N0","full_factorial","tEIGEN_BIC",1000,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.985537645749319,NA,NA,0.13,0.161,0.161,66.91895
"architecture",17,"M1","full_factorial","tEIGEN_BIC",500,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.985918653627118,0.977083751107821,0.977083751107821,1,0.793333333333333,0.793333333333333,32.89216
"architecture",18,"M1","full_factorial","tEIGEN_BIC",500,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.996827839185183,0.991226098956194,0.991226098956194,1,0.98,0.98,30.8733633333335
"architecture",19,"M1","full_factorial","tEIGEN_BIC",500,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.944824877402962,0.915201227256601,0.915201227256601,1,0.36,0.36,32.9031933333334
"architecture",20,"M1","full_factorial","tEIGEN_BIC",500,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.99190412007344,0.965248581192618,0.965248581192618,1,0.826666666666667,0.826666666666667,30.4711133333333
"architecture",21,"M1","full_factorial","tEIGEN_BIC",500,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.98431240538026,0.985592783061057,0.985592783061057,1,0.843333333333333,0.843333333333333,35.6666966666665
"architecture",22,"M1","full_factorial","tEIGEN_BIC",500,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.987123687370982,0.983151532657533,0.983151532657533,1,0.97,0.97,29.6934166666667
"architecture",23,"M1","full_factorial","tEIGEN_BIC",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.618814273273046,0.908657678557891,0.908657678557891,1,1.72666666666667,1.72666666666667,31.1115266666666
"architecture",24,"M1","full_factorial","tEIGEN_BIC",500,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.73062356380625,0.925120442984658,0.925120442984658,1,1.65,1.65,25.3486833333334
"architecture",25,"M1","full_factorial","tEIGEN_BIC",1000,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.985881519821889,0.989473505237603,0.989473505237603,1,1.02666666666667,1.02666666666667,70.1230166666668
"architecture",26,"M1","full_factorial","tEIGEN_BIC",1000,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.998647032511254,0.995120349659181,0.995120349659181,1,1,1,59.48101
"architecture",27,"M1","full_factorial","tEIGEN_BIC",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.942642072943086,0.973552513600203,0.973552513600203,1,0.906666666666667,0.906666666666667,70.0537900000001
"architecture",28,"M1","full_factorial","tEIGEN_BIC",1000,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.992482717512271,0.994137559813086,0.994137559813086,1,1.02,1.02,57.9554700000001
