"study","cell_id","comparator","NPairs","MajorARI_MeanAdvantage","MajorARI_MCSE","MinorityDetectionF1_MeanAdvantage","MinorityDetectionF1_MCSE","MinorityClusterF1_MeanAdvantage","MinorityClusterF1_MCSE","AnyMicroDiscovery_MeanAdvantage","AnyMicroDiscovery_MCSE","AbsQError_MeanAdvantage","AbsQError_MCSE","SpuriousExtraClusters_MeanAdvantage","SpuriousExtraClusters_MCSE","end_to_end_seconds_MeanAdvantage","end_to_end_seconds_MCSE"
"architecture",36,"TCLUST",300,3.95861563372568e-07,3.95861563372568e-07,0.858791751205502,0.00544560184200651,0.858791751205502,0.00544560184200651,-1,0,0.963333333333333,0.0108689706266209,-0.0366666666666667,0.0108689706266209,-2.36241333333335,0.0115361333105035
"architecture",37,"TCLUST",300,-5.56346214331686e-06,3.65389478026671e-06,0.782363310400541,0.00468373986146835,0.782363310400541,0.00468373986146835,-1,0,1,0,0,0,-1.50278000000003,0.00463403804301723
"architecture",38,"TCLUST",300,1.31685270351826e-07,5.76282618236109e-07,0.786412466841565,0.00453121243168894,0.786412466841565,0.00453121243168894,-1,0,1,0,0,0,-1.59523000000005,0.00341055664892523
"architecture",39,"TCLUST",300,1.30780678048207e-06,2.19519684505592e-06,0.783457337406588,0.00459048353917961,0.783457337406588,0.0045904835391796,-1,0,1,0,0,0,-1.47661333333346,0.00485687590459238
"architecture",40,"TCLUST",300,-3.96055429203364e-07,3.61381562191305e-07,0.778135969623132,0.00423387327840509,0.778135969623132,0.00423387327840509,-1,0,1,0,0,0,-1.59208666666673,0.00365448632619805
"architecture",41,"TCLUST",300,1.18578510346801e-06,7.57454234874956e-07,0.814730710073066,0.00840397652503401,0.814730710073066,0.00840397652503401,-1,0,0.75,0.0275838642183685,-0.25,0.0275838642183685,-3.34758333333324,0.0148158946694763
"architecture",42,"TCLUST",300,7.74497864671764e-07,5.8163133964146e-07,0.808263772666266,0.00880933166606939,0.808263772666266,0.00880933166606939,-1,0,0.673333333333333,0.0316732669293593,-0.326666666666667,0.0316732669293593,-3.49005000000006,0.0169907326861753
"architecture",43,"TCLUST",300,5.43353663935061e-07,3.84688552485956e-07,0.812496878338707,0.00841356327426847,0.812496878338707,0.00841356327426847,-1,0,0.76,0.0255856704599939,-0.24,0.0255856704599939,-3.41492000000009,0.0163679691280804
"architecture",44,"TCLUST",300,9.88745002878192e-07,9.88745002878192e-07,0.806072918076873,0.00932852969457124,0.806072918076873,0.00932852969457124,-1,0,0.67,0.0324286370272108,-0.33,0.0324286370272108,-3.54058000000007,0.0162953800211439
"architecture",45,"TCLUST",300,-1.44145230882242e-06,1.3964522117173e-06,0.831847584503647,0.00490437977621356,0.831847584503647,0.00490437977621356,-1,0,1,0,0,0,-2.14381000000002,0.00554609765687947
"architecture",46,"TCLUST",300,-4.94730481193084e-08,8.24839385953442e-08,0.837043557993965,0.00506848362752644,0.837043557993965,0.00506848362752644,-1,0,1,0,0,0,-2.28178999999996,0.00365200845765627
"architecture",47,"TCLUST",300,-4.32988477612565e-07,1.29199194532641e-06,0.833643142381394,0.0046913964757755,0.833643142381394,0.0046913964757755,-1,0,1,0,0,0,-2.11752333333329,0.00539253048431268
"architecture",48,"TCLUST",300,-2.1426915334836e-07,3.34425870990303e-07,0.831577554054635,0.00468679932487286,0.831577554054635,0.00468679932487286,-1,0,1,0,0,0,-2.2567533333334,0.00423167140544269
"architecture",49,"TCLUST",300,1.4481268763733e-06,2.39660304345284e-06,0.644230717380844,0.0183299665284342,0.644230717380844,0.0183299665284342,-0.843333333333333,0.0210209500708303,0.753333333333333,0.0249294806221008,-0.09,0.0165503185310211,-1.43833333333337,0.0296581170900579
"architecture",50,"TCLUST",300,-3.9612941115356e-07,3.96024099248755e-07,0.75878945162727,0.0138126398349388,0.75878945162727,0.0138126398349388,-0.946666666666667,0.0129945819541649,0.83,0.0217234056840784,-0.116666666666667,0.0185652204372801,-1.66429333333349,0.0147978553790799
