"study","cell_id","scenario","factor_changed","method","n","p","main_k","separation","main_structure","main_distribution","minority_ratio","q","minority_sd","minority_proximity","MajorARI","MinorityDetectionF1","MinorityClusterF1","AnyMicroDiscovery","AbsQError","SpuriousExtraClusters","end_to_end_seconds"
"stress",25,"M1","minority_proximity","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"overlapping",0.00970651860527192,0,0,0,1,0,0.160600000000007
"stress",26,"M1","minority_shape","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00362363780531593,0,0,0,1,0,0.165979999999939
"stress",27,"M1","minority_shape","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.0041536504095035,0,0,0,1,0,0.160613333333252
"stress",28,"M1","noise_type","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00393459865859986,0,0,0,1,0,0.160633333333256
"stress",29,"M1","noise_type","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00356627793959347,0,0,0,1,0,0.160853333333307
"stress",30,"M1","noise_type","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00398424951321388,0,0,0,1,0,0.157770000000073
"stress",1,"M1","baseline","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.901930834319997,0.670757969306283,0.670757969306283,1,0.00333333333333333,0.00666666666666667,0.37772
"stress",2,"M1","n","TSRClust_unvalidated",300,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.869322963322311,0.613373398589546,0.613373398589546,1,0,0.0733333333333333,0.147100000000002
"stress",3,"M1","n","TSRClust_unvalidated",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.883075569808165,0.633979342200821,0.633979342200821,1,0,0.0366666666666667,0.202999999999999
"stress",4,"M1","n","TSRClust_unvalidated",3000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.914731744791694,0.66941803996404,0.66941803996404,1,0.00666666666666667,0.00666666666666667,1.09446666666667
"stress",5,"M1","p","TSRClust_unvalidated",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.913260225314311,0.759468031749633,0.759468031749633,1,1.23333333333333,1.23333333333333,0.273793333333329
"stress",6,"M1","p","TSRClust_unvalidated",1000,10,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.000723070210812524,0.999174917491749,0.999174917491749,1,0,0,0.616080000000004
"stress",7,"M1","p","TSRClust_unvalidated",1000,25,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00114601242064471,0.177587124429093,0.177587124429093,1,0,0.743333333333333,1.97476000000001
"stress",8,"M1","p","TSRClust_unvalidated",1000,50,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.000895404986202487,0,0,1,0,1,7.3863033333334
"stress",9,"M1","main_k","TSRClust_unvalidated",1000,5,4,6,"elliptical","normal",0.05,1,0.2,"isolated",0.887994305402232,0.00273224043715847,0.00273224043715847,1,0,0.996666666666667,0.642383333333346
"stress",10,"M1","main_weights","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.826166627045521,0,0,1,0,1,0.374056666666702
"stress",11,"M1","separation","TSRClust_unvalidated",1000,5,2,4,"elliptical","normal",0.05,1,0.2,"isolated",0.466109504438526,0.269888160270992,0.269888160270992,1,0,0.726666666666667,0.374100000000068
"stress",12,"M1","separation","TSRClust_unvalidated",1000,5,2,8,"elliptical","normal",0.05,1,0.2,"isolated",0.958041959156495,0.671782410126764,0.671782410126764,1,0,0,0.371150000000007
"stress",13,"M1","main_structure","TSRClust_unvalidated",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.769536254599674,0.694086782908392,0.694086782908392,1,0,0.0166666666666667,0.371383333333336
"stress",14,"M1","main_distribution","TSRClust_unvalidated",1000,5,2,6,"elliptical","t5",0.05,1,0.2,"isolated",0.532381733055546,0.271826126073487,0.271826126073487,1,0,0.726666666666667,0.373570000000112
"stress",15,"M1","main_distribution","TSRClust_unvalidated",1000,5,2,6,"elliptical","t3",0.05,1,0.2,"isolated",0.526589164414487,0.227132114211431,0.227132114211431,1,0,0.77,0.372996666666634
"stress",16,"M1","residual_total","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.931082920527927,0.668096333487921,0.668096333487921,1,0.00333333333333333,0.00333333333333333,0.371696666666764
"stress",17,"M1","residual_total","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.1,1,0.2,"isolated",0.00607265965944567,0.999153723084001,0.999153723084001,1,0,0,0.375226666666743
"stress",18,"M1","minority_ratio","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.01,1,0.2,"isolated",0.897572170170725,0.181873783708646,0.181873783708646,1,0,0,0.370186666666647
"stress",19,"M1","minority_ratio","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.901766914768677,0.400409826033744,0.400409826033744,1,0,0,0.366280000000021
"stress",20,"M1","q","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.924275608708042,0.669692769875911,0.407311787735654,1,0.563333333333333,0,0.37370999999998
"stress",21,"M1","q","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,3,0.2,"isolated",0.8657688639681,0.226873583650765,0.0969553143656092,1,2,0,0.352710000000067
"stress",22,"M1","minority_sd","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.911667651216414,0.65038395944075,0.65038395944075,1,0.00333333333333333,0.00333333333333333,0.373916666666631
"stress",23,"M1","minority_sd","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,1,"isolated",0.90748261971594,0.614951769293633,0.614951769293633,1,0,0,0.345843333333366
"stress",24,"M1","minority_proximity","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"adjacent",0.815454254736587,4.44444444444444e-05,4.44444444444444e-05,1,0,0.996666666666667,0.368846666666508
"stress",25,"M1","minority_proximity","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"overlapping",0.821043246910877,0,0,1,0,1,0.348430000000044
"stress",26,"M1","minority_shape","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.880567459041939,0.67019042061667,0.67019042061667,1,0,0.00666666666666667,0.36381666666662
"stress",27,"M1","minority_shape","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.878314323649147,0.451471439224459,0.451471439224459,1,0,0,0.351493333333292
"stress",28,"M1","noise_type","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.798299979029051,0.668710157249471,0.668710157249471,1,0,0.0133333333333333,0.351606666666624
"stress",29,"M1","noise_type","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.788098423449049,0.691499889150896,0.691499889150896,1,0,0,0.352253333333368
"stress",30,"M1","noise_type","TSRClust_unvalidated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.829874938281058,0.676727928791687,0.676727928791687,1,0,0,0.347176666666625
"stress",1,"M1","baseline","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.901928897486815,0.818268054075191,0.818268054075191,0.963333333333333,0.0366666666666667,0,1.98078
"stress",2,"M1","n","TSRClust_validated",300,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.86931428487197,0.674113468347165,0.674113468347165,0.803333333333333,0.196666666666667,0,0.977553333333333
"stress",3,"M1","n","TSRClust_validated",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.883075939587764,0.760100915307376,0.760100915307376,0.9,0.1,0,1.29940333333333
"stress",4,"M1","n","TSRClust_validated",3000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.914730015691555,0.864534470492372,0.864534470492372,0.993333333333333,0.00666666666666667,0,4.72936666666666
"stress",5,"M1","p","TSRClust_validated",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.913208541031073,0.811599501447341,0.811599501447341,1,0.416666666666667,0.416666666666667,2.56979999999999
"stress",6,"M1","p","TSRClust_validated",1000,10,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.000723070210812524,0.972772277227723,0.972772277227723,0.973333333333333,0.0266666666666667,0,0.688550000000005
"stress",7,"M1","p","TSRClust_validated",1000,25,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00114601242064471,0,0,0,1,0,2.06826666666666
"stress",8,"M1","p","TSRClust_validated",1000,50,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.000895404986202487,0,0,0,1,0,7.52665333333337
"stress",9,"M1","main_k","TSRClust_validated",1000,5,4,6,"elliptical","normal",0.05,1,0.2,"isolated",0.887987624696396,0.00273224043715847,0.00273224043715847,0.00333333333333333,0.996666666666667,0,0.70816333333333
"stress",10,"M1","main_weights","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.826166240497611,0,0,0,1,0,0.434919999999955
"stress",11,"M1","separation","TSRClust_validated",1000,5,2,4,"elliptical","normal",0.05,1,0.2,"isolated",0.466109307558622,0.185420269040039,0.185420269040039,0.186666666666667,0.813333333333333,0,0.436356666666699
"stress",12,"M1","separation","TSRClust_validated",1000,5,2,8,"elliptical","normal",0.05,1,0.2,"isolated",0.95803787065017,0.83810830327133,0.83810830327133,0.986666666666667,0.0133333333333333,0,2.03348000000002
"stress",13,"M1","main_structure","TSRClust_validated",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.769535060789076,0.80696409370786,0.80696409370786,0.916666666666667,0.0833333333333333,0,1.59774999999998
"stress",14,"M1","main_distribution","TSRClust_validated",1000,5,2,6,"elliptical","t5",0.05,1,0.2,"isolated",0.532385400035416,0.245584638418154,0.245584638418154,0.246666666666667,0.753333333333333,0,0.435310000000087
"stress",15,"M1","main_distribution","TSRClust_validated",1000,5,2,6,"elliptical","t3",0.05,1,0.2,"isolated",0.526594144853436,0.191767107343779,0.191767107343779,0.193333333333333,0.806666666666667,0,0.434186666666619
"stress",16,"M1","residual_total","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.931080285233399,0.813221120982211,0.813221120982211,0.963333333333333,0.0366666666666667,0,1.48956000000002
"stress",17,"M1","residual_total","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.1,1,0.2,"isolated",0.00607763068271229,0.999153723084001,0.999153723084001,1,0,0,0.476446666666725
"stress",18,"M1","minority_ratio","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.01,1,0.2,"isolated",0.897573190581024,0.829049484230245,0.829049484230245,1,0,0,2.71533333333338
"stress",19,"M1","minority_ratio","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.901768229225016,0.830359952905342,0.830359952905342,1,0,0,2.41478999999995
"stress",20,"M1","q","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.924276748425585,0.77409679159226,0.755842181215994,0.916666666666667,0.286666666666667,0,1.79460333333332
"stress",21,"M1","q","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,3,0.2,"isolated",0.865767553408003,0.452427520507852,0.270149334002582,1,2,0,2.50600000000012
"stress",22,"M1","minority_sd","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.911668377632908,0.210915302843321,0.210915302843321,0.266666666666667,0.733333333333333,0,0.855133333333333
"stress",23,"M1","minority_sd","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,1,"isolated",0.907483362683403,0,0,0,1,0,0.394353333333323
"stress",24,"M1","minority_proximity","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"adjacent",0.815454123839728,0,0,0,1,0,0.429683333333217
"stress",25,"M1","minority_proximity","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"overlapping",0.821043808602796,0,0,0,1,0,0.404473333333378
"stress",26,"M1","minority_shape","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.880558962518265,0.822618464038725,0.822618464038725,0.976666666666667,0.0233333333333333,0,1.84279
"stress",27,"M1","minority_shape","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.878307560245964,0.671448131020312,0.671448131020312,1,0.0133333333333333,0.0133333333333333,2.13682999999998
"stress",28,"M1","noise_type","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.79829994582068,0.821381951904421,0.821381951904421,0.9,0.1,0,1.39192333333326
"stress",29,"M1","noise_type","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.788049766783925,0.93103863528083,0.93103863528083,1,0,0,1.83768000000005
"stress",30,"M1","noise_type","TSRClust_validated",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.829843763365863,0.933086800693521,0.933086800693521,0.993333333333333,0.00666666666666667,0,1.83867333333332
