"study","cell_id","comparator","NPairs","MajorARI_MeanAdvantage","MajorARI_MCSE","MinorityDetectionF1_MeanAdvantage","MinorityDetectionF1_MCSE","MinorityClusterF1_MeanAdvantage","MinorityClusterF1_MCSE","AnyMicroDiscovery_MeanAdvantage","AnyMicroDiscovery_MCSE","AbsQError_MeanAdvantage","AbsQError_MCSE","SpuriousExtraClusters_MeanAdvantage","SpuriousExtraClusters_MCSE","end_to_end_seconds_MeanAdvantage","end_to_end_seconds_MCSE"
"negative_control",3,"OTRIMLE_fixedK",1000,0.341310473514916,0.0142234281007847,NA,NA,NA,NA,0.002,0.00141350557055782,0.002,0.00141350557055782,0.002,0.00141350557055782,3.98020699999999,0.0948478816358161
"negative_control",4,"OTRIMLE_fixedK",1000,0.366653321309896,0.0145133755576124,NA,NA,NA,NA,-0.002,0.002,-0.002,0.002,-0.002,0.002,4.10852000000001,0.0913312595367471
"negative_control",5,"OTRIMLE_fixedK",1000,0.607331545647012,0.00669137091065506,NA,NA,NA,NA,0.122,0.0103548647129368,0.122,0.0103548647129368,0.122,0.0103548647129368,2.87611700000002,0.0669922216609819
"negative_control",6,"OTRIMLE_fixedK",1000,0.619835769371146,0.00401698469168767,NA,NA,NA,NA,0.165,0.0117436328669161,0.165,0.0117436328669161,0.165,0.0117436328669161,3.06785399999999,0.0595098255418384
"negative_control",7,"OTRIMLE_fixedK",1000,0.749305412967348,0.010089707558533,NA,NA,NA,NA,0.015,0.00384574957450297,0.015,0.00384574957450297,0.015,0.00384574957450297,3.54770300000001,0.132361284749325
"negative_control",8,"OTRIMLE_fixedK",1000,0.0314424749823799,0.00262019346949141,NA,NA,NA,NA,0.035,0.0058145342727349,0.035,0.0058145342727349,0.035,0.0058145342727349,18.546708,0.147955216531336
"negative_control",9,"OTRIMLE_fixedK",1000,0.355184929654741,0.0146369724843497,NA,NA,NA,NA,0,0,0,0,0,0,2.59099899999999,0.0572132699227567
"negative_control",10,"OTRIMLE_fixedK",1000,0.38743499378955,0.0144646088016672,NA,NA,NA,NA,0.022,0.00464085525927469,0.022,0.00464085525927469,0.022,0.00464085525927469,2.23432399999996,0.048930344262161
"negative_control",1,"tEIGEN_BIC",1000,-0.0775975633834993,0.00228673942867716,NA,NA,NA,NA,0.023,0.00474273059465678,0.058,0.0121977368714358,0.058,0.0121977368714358,82.315151,0.297933928473974
"negative_control",2,"tEIGEN_BIC",1000,-0.00333652339523766,0.000971988280605765,NA,NA,NA,NA,0.92,0.00858333697775368,1.237,0.0187931951563374,1.237,0.0187931951563374,61.92637,0.311227158228711
"negative_control",3,"tEIGEN_BIC",1000,-0.158773180004722,0.00122504627520702,NA,NA,NA,NA,1,0,1.021,0.00570890458771134,1.021,0.00570890458771134,76.471223,0.274988807265663
"negative_control",4,"tEIGEN_BIC",1000,-0.176248573735543,0.000564824334794313,NA,NA,NA,NA,0.997,0.00173031615434694,1.008,0.00373496317919601,1.008,0.00373496317919601,74.83221,0.401998734802341
"negative_control",5,"tEIGEN_BIC",1000,-0.121421494622827,0.00134046998246907,NA,NA,NA,NA,0,0,0,0,0,0,63.508252,0.382642124259409
"negative_control",6,"tEIGEN_BIC",1000,-0.0146240802456333,0.00850294512821368,NA,NA,NA,NA,0.051,0.00696042006257147,0.099,0.0147450471825768,0.099,0.0147450471825768,36.449635,0.887348576339482
"negative_control",7,"tEIGEN_BIC",1000,0.385500430762004,0.0015781779023352,NA,NA,NA,NA,1,0,2.235,0.0148995636512281,2.235,0.0148995636512281,78.427416,0.322987341466644
"negative_control",8,"tEIGEN_BIC",1000,-0.701756192404479,0.00711667524308567,NA,NA,NA,NA,0.611,0.0154245556473085,0.938,0.0282303551687355,0.938,0.0282303551687355,169.657938,0.62211784832889
"negative_control",9,"tEIGEN_BIC",1000,-0.0501375264678291,0.000603014366619292,NA,NA,NA,NA,0.001,0.001,0.003,0.003,0.003,0.003,78.075368,0.29176997670405
"negative_control",10,"tEIGEN_BIC",1000,0.127665867315978,0.00722612695955834,NA,NA,NA,NA,0.612,0.0154173179799112,1.403,0.0372018141355361,1.403,0.0372018141355361,78.99197,0.346370416335479
