"study","cell_id","comparator","NPairs","MajorARI_MeanAdvantage","MajorARI_MCSE","MinorityDetectionF1_MeanAdvantage","MinorityDetectionF1_MCSE","MinorityClusterF1_MeanAdvantage","MinorityClusterF1_MCSE","AnyMicroDiscovery_MeanAdvantage","AnyMicroDiscovery_MCSE","AbsQError_MeanAdvantage","AbsQError_MCSE","SpuriousExtraClusters_MeanAdvantage","SpuriousExtraClusters_MCSE","end_to_end_seconds_MeanAdvantage","end_to_end_seconds_MCSE"
"stress",2,"TSRClust_unvalidated",300,-8.67845034132693e-06,6.40869196296195e-06,0.0607400697576189,0.0151025763934169,0.0607400697576189,0.0151025763934169,0.196666666666667,0.0229867555940102,-0.196666666666667,0.0229867555940102,0.0733333333333333,0.0150756792728213,-0.830453333333331,0.0246804171683063
"stress",3,"TSRClust_unvalidated",300,3.69779598598334e-07,3.66161163104601e-06,0.126121573106556,0.0103269020283336,0.126121573106556,0.0103269020283336,0.1,0.0173494479589872,-0.1,0.0173494479589872,0.0366666666666667,0.0108689706266209,-1.09640333333333,0.0231601631504072
"stress",4,"TSRClust_unvalidated",300,-1.72910013883087e-06,1.08159943233552e-06,0.195116430528331,0.0056383641931567,0.195116430528331,0.0056383641931567,0.00666666666666667,0.00470615558697011,0,0.00667780563294178,0.00666666666666667,0.00470615558697011,-3.63489999999999,0.0220325504105173
"stress",5,"TSRClust_unvalidated",300,-5.16842832378113e-05,4.68224984625658e-06,0.052131469697708,0.0108373568462419,0.052131469697708,0.0108373568462419,0,0,0.816666666666667,0.0494018476298023,0.816666666666667,0.0494018476298023,-2.29600666666666,0.011661383731419
"stress",6,"TSRClust_unvalidated",300,0,0,-0.0264026402640264,0.00922482628404528,-0.0264026402640264,0.00922482628404528,0.0266666666666667,0.00931707454688573,-0.0266666666666667,0.00931707454688573,0,0,-0.0724700000000015,0.000243687986994724
"stress",7,"TSRClust_unvalidated",300,0,0,-0.177587124429093,0.0175402511085936,-0.177587124429093,0.0175402511085936,1,0,-1,0,0.743333333333333,0.0252604419873105,-0.093506666666652,0.000293424532291624
"stress",8,"TSRClust_unvalidated",300,0,0,0,0,0,0,1,0,-1,0,1,0,-0.140349999999965,0.000561534070935847
"stress",9,"TSRClust_unvalidated",300,-6.68070583576356e-06,2.22561475079093e-06,0,0,0,0,0.996666666666667,0.00333333333333333,-0.996666666666667,0.00333333333333333,0.996666666666667,0.00333333333333333,-0.0657799999999846,0.000448551241527927
"stress",10,"TSRClust_unvalidated",300,-3.8654790989634e-07,2.42023984742847e-07,0,0,0,0,1,0,-1,0,1,0,-0.060863333333253,0.000483569465244501
"stress",11,"TSRClust_unvalidated",300,-1.96879903853198e-07,3.33847880824351e-07,-0.0844678912309526,0.0158619080972873,-0.0844678912309526,0.0158619080972873,0.813333333333333,0.0225336776737789,-0.813333333333333,0.0225336776737789,0.726666666666667,0.0257737922827859,-0.0622566666666307,0.000350302253096086
"stress",12,"TSRClust_unvalidated",300,-4.08850632438636e-06,1.79435037173588e-06,0.166325893144566,0.00714766644130009,0.166325893144566,0.00714766644130009,0.0133333333333333,0.00663313753541497,-0.0133333333333333,0.00663313753541497,0,0,-1.66233000000002,0.01489479282089
"stress",13,"TSRClust_unvalidated",300,-1.19381059817125e-06,1.27766413430507e-06,0.112877310799469,0.00955179824338505,0.112877310799469,0.00955179824338505,0.0833333333333333,0.0159837803332661,-0.0833333333333333,0.0159837803332661,0.0166666666666667,0.00740353546766902,-1.22636666666664,0.041155900902733
"stress",14,"TSRClust_unvalidated",300,3.66697986951624e-06,5.11040484383445e-06,-0.0262414876553332,0.00916874006033185,-0.0262414876553332,0.00916874006033185,0.753333333333333,0.0249294806221008,-0.753333333333333,0.0249294806221008,0.726666666666667,0.0257737922827859,-0.0617399999999755,0.000273376835324503
"stress",15,"TSRClust_unvalidated",300,4.98043894944971e-06,6.15111754976917e-06,-0.0353650068676514,0.0104855275567367,-0.0353650068676514,0.0104855275567367,0.806666666666667,0.0228383556064765,-0.806666666666667,0.0228383556064765,0.77,0.024337372337779,-0.0611899999999847,0.000399695675761881
"stress",16,"TSRClust_unvalidated",300,-2.63529452769196e-06,1.24011925015497e-06,0.145124787494289,0.0101674761543456,0.145124787494289,0.0101674761543456,0.0366666666666667,0.0108689706266209,-0.0333333333333333,0.011404524257567,0.00333333333333333,0.00333333333333333,-1.11786333333326,0.0127540412187628
"stress",17,"TSRClust_unvalidated",300,4.97102326662299e-06,2.24560488927168e-06,0,0,0,0,0,0,0,0,0,0,-0.101219999999982,0.000606132539563335
"stress",18,"TSRClust_unvalidated",300,1.02041029884129e-06,8.36051914120936e-07,0.647175700521599,0.00555659974544148,0.647175700521599,0.00555659974544148,0,0,0,0,0,0,-2.34514666666673,0.00798828681713646
"stress",19,"TSRClust_unvalidated",300,1.31445633983596e-06,1.77084269030471e-06,0.429950126871598,0.00483192961779177,0.429950126871598,0.00483192961779177,0,0,0,0,0,0,-2.04850999999993,0.00741778645987684
"stress",20,"TSRClust_unvalidated",300,1.13971754325296e-06,1.62169981613957e-06,0.104404021716349,0.0149967592970205,0.34853039348034,0.020764752692888,0.0833333333333333,0.0159837803332661,0.276666666666667,0.0455410514293611,0,0,-1.42089333333334,0.0241254299900266
"stress",21,"TSRClust_unvalidated",300,-1.31056009633072e-06,3.22482700123959e-06,0.225553936857087,0.00150164313823664,0.173194019636973,0.00163435982701478,0,0,0,0,0,0,-2.15329000000005,0.00829627911519307
"stress",22,"TSRClust_unvalidated",300,7.26416494658174e-07,8.90113705117659e-07,-0.439468656597429,0.0214789239338363,-0.439468656597429,0.0214789239338363,0.733333333333333,0.0255740485332257,-0.73,0.0256748383522607,0.00333333333333333,0.00333333333333333,-0.481216666666702,0.0411439346040321
"stress",23,"TSRClust_unvalidated",300,7.4296746337373e-07,6.53356680700425e-07,-0.614951769293633,0.00166464052720492,-0.614951769293633,0.00166464052720492,1,0,-1,0,0,0,-0.0485099999999572,0.000429421975445478
"stress",24,"TSRClust_unvalidated",300,-1.30896858827612e-07,6.12288628765725e-07,-4.44444444444444e-05,4.44444444444444e-05,-4.44444444444444e-05,4.44444444444444e-05,1,0,-1,0,0.996666666666667,0.00333333333333333,-0.0608366666667098,0.000379681798745964
"stress",25,"TSRClust_unvalidated",300,5.61691918919601e-07,6.33159378129733e-07,0,0,0,0,1,0,-1,0,1,0,-0.0560433333333337,0.000293414083851416
"stress",26,"TSRClust_unvalidated",300,-8.49652367406532e-06,2.44305430921198e-06,0.152428043422055,0.00607212359930833,0.152428043422055,0.00607212359930833,0.0233333333333333,0.00873023594728576,-0.0233333333333333,0.00873023594728576,0.00666666666666667,0.00470615558697011,-1.47897333333338,0.0219828715592804
"stress",27,"TSRClust_unvalidated",300,-6.76340318249887e-06,3.23030211470594e-06,0.219976691795853,0.00357383671124502,0.219976691795853,0.00357383671124502,0,0,-0.0133333333333333,0.00663313753541497,-0.0133333333333333,0.00663313753541497,-1.78533666666669,0.0108986293906134
"stress",28,"TSRClust_unvalidated",300,-3.32083710533985e-08,2.84954038433141e-07,0.152671794654949,0.0106229666810914,0.152671794654949,0.0106229666810914,0.1,0.0173494479589872,-0.1,0.0173494479589872,0.0133333333333333,0.00663313753541497,-1.04031666666663,0.0333534563980639
"stress",29,"TSRClust_unvalidated",300,-4.86566651242563e-05,9.80840866017736e-06,0.239538746129935,0.00490162484278022,0.239538746129935,0.00490162484278022,0,0,0,0,0,0,-1.48542666666669,0.0244502054411993
"stress",30,"TSRClust_unvalidated",300,-3.11749151951325e-05,9.54265648329411e-06,0.256358871901834,0.00607011608400831,0.256358871901834,0.00607011608400831,0.00666666666666667,0.00470615558697011,-0.00666666666666667,0.00470615558697011,0,0,-1.49149666666669,0.0168220600893153
"stress",1,"Trimmed_kmeans",300,0.898839934693218,0.00615271269601046,0.818268054075191,0.0100706285877509,0.818268054075191,0.0100706285877509,-0.963333333333333,0.0108689706266209,0.963333333333333,0.0108689706266209,0,0,-1.80670333333333,0.0210525092302642
"stress",2,"Trimmed_kmeans",300,0.860048963455058,0.00926545399455142,0.671549365783063,0.0198254599468752,0.671549365783063,0.0198254599468752,-0.8,0.0231325972786496,0.8,0.0231325972786496,0,0,-0.921186666666664,0.0247744392016346
"stress",3,"Trimmed_kmeans",300,0.875697031492254,0.0081353615537844,0.760100915307376,0.0152904382823259,0.760100915307376,0.0152904382823259,-0.9,0.0173494479589872,0.9,0.0173494479589872,0,0,-1.21402,0.0232417717497856
"stress",4,"Trimmed_kmeans",300,0.913076590714503,0.00310164889163303,0.864534470492372,0.00562158892363888,0.864534470492372,0.00562158892363888,-0.993333333333333,0.00470615558697011,0.993333333333333,0.00470615558697011,0,0,-4.16159,0.0221905351507958
"stress",5,"Trimmed_kmeans",300,0.282548888167139,0.0222180639853734,0.811599501447341,0.0108262065087516,0.811599501447341,0.0108262065087516,-1,0,0.583333333333333,0.0393532817921355,-0.416666666666667,0.0393532817921355,-2.42238333333332,0.0116695894969099
"stress",6,"Trimmed_kmeans",300,-0.000217680679758327,3.97160162177226e-05,0.95439168940221,0.0117794650911584,0.95439168940221,0.0117794650911584,-0.953333333333333,0.0121980437173918,0.953333333333333,0.0121980437173918,0,0,-0.466563333333338,0.0013562432401649
"stress",7,"Trimmed_kmeans",300,0.000946859497466895,0.000141754890987327,-0.0161842812236364,0.00718994338519003,-0.0161842812236364,0.00718994338519003,0.0166666666666667,0.00740353546766901,-0.0166666666666667,0.00740353546766901,0,0,-1.74203333333332,0.00271144744214456
"stress",8,"Trimmed_kmeans",300,0.00012748592079812,0.000186755755305021,0,0,0,0,0,0,0,0,0,0,-7.00749333333337,0.00611269398236838
"stress",9,"Trimmed_kmeans",300,0.0236682158878402,0.00180179764284394,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,-0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,-0.475886666666667,0.00121014914117655
"stress",10,"Trimmed_kmeans",300,-0.0385251254902538,0.00235838253947142,0,0,0,0,0,0,0,0,0,0,-0.266113333333277,0.000828869740334458
"stress",11,"Trimmed_kmeans",300,0.461293749383482,0.0165236746833406,0.185420269040039,0.0223840808425988,0.185420269040039,0.0223840808425988,-0.186666666666667,0.0225336776737789,0.186666666666667,0.0225336776737789,0,0,-0.262619999999999,0.000927414021349339
"stress",12,"Trimmed_kmeans",300,0.955179535811813,0.00556886113053507,0.83810830327133,0.00714091923155117,0.83810830327133,0.00714091923155117,-0.986666666666667,0.00663313753541497,0.986666666666667,0.00663313753541497,0,0,-1.86168666666669,0.0148992807869105
"stress",13,"Trimmed_kmeans",300,0.766674386177036,0.0213297846196051,0.80696409370786,0.0148863853151051,0.80696409370786,0.0148863853151051,-0.916666666666667,0.0159837803332661,0.916666666666667,0.0159837803332661,0,0,-1.42538,0.041183399351715
"stress",14,"Trimmed_kmeans",300,0.531302765824538,0.0188917015630104,0.245584638418154,0.0248209921620693,0.245584638418154,0.0248209921620693,-0.246666666666667,0.0249294806221008,0.246666666666667,0.0249294806221008,0,0,-0.267346666666663,0.000933532069936807
"stress",15,"Trimmed_kmeans",300,0.526033276875865,0.0166787877548242,0.191767107343779,0.0226548307621965,0.191767107343779,0.0226548307621965,-0.193333333333333,0.0228383556064765,0.193333333333333,0.0228383556064765,0,0,-0.267423333333272,0.00082691106090485
"stress",16,"Trimmed_kmeans",300,0.927782119013265,0.000942460683459415,0.813221120982211,0.0101902325345754,0.813221120982211,0.0101902325345754,-0.963333333333333,0.0108689706266209,0.963333333333333,0.0108689706266209,0,0,-1.31687666666669,0.0128468981445408
"stress",17,"Trimmed_kmeans",300,-0.00142465375744204,0.000194563918194675,0.822443028693633,0.0208957560958243,0.822443028693633,0.0208957560958243,-0.806666666666667,0.0228383556064765,0.806666666666667,0.0228383556064765,0,0,-0.305420000000092,0.00107091413248152
"stress",18,"Trimmed_kmeans",300,0.892630669912946,0.000995684767161613,0.829049484230245,0.0055567292923231,0.829049484230245,0.0055567292923231,-1,0,1,0,0,0,-2.54373333333341,0.0080019664992953
"stress",19,"Trimmed_kmeans",300,0.896647123483805,0.000987482021155105,0.830359952905342,0.00483352030234018,0.830359952905342,0.00483352030234018,-1,0,1,0,0,0,-2.24461333333337,0.00762790975361301
"stress",20,"Trimmed_kmeans",300,0.92080916791881,0.000972610114169537,0.77409679159226,0.0149800795017934,0.755842181215994,0.0159292539698964,-0.916666666666667,0.0159837803332661,1.71333333333333,0.0352324130351506,0,0,-1.62321666666669,0.0240560750795921
"stress",21,"Trimmed_kmeans",300,0.861922908977935,0.000839480029727779,0.452427520507852,0.00150304666720959,0.270149334002582,0.00163371319159823,-1,0,1,0,0,0,-2.34453333333334,0.00850430848027599
