"study","cell_id","comparator","NPairs","MajorARI_MeanAdvantage","MajorARI_MCSE","MinorityDetectionF1_MeanAdvantage","MinorityDetectionF1_MCSE","MinorityClusterF1_MeanAdvantage","MinorityClusterF1_MCSE","AnyMicroDiscovery_MeanAdvantage","AnyMicroDiscovery_MCSE","AbsQError_MeanAdvantage","AbsQError_MCSE","SpuriousExtraClusters_MeanAdvantage","SpuriousExtraClusters_MCSE","end_to_end_seconds_MeanAdvantage","end_to_end_seconds_MCSE"
"stress",20,"TCLUST",300,-7.61585196272415e-07,9.54433788105417e-07,0.77409679159226,0.0149800795017934,0.755842181215994,0.0159292539698964,-0.916666666666667,0.0159837803332661,1.71333333333333,0.0352324130351506,0,0,-1.42196333333331,0.024125203101983
"stress",21,"TCLUST",300,-1.62401960877689e-06,3.25563076166343e-06,0.452427520507852,0.00150304666720959,0.270149334002582,0.00163371319159823,-1,0,1,0,0,0,-2.15435000000007,0.00829938564703248
"stress",22,"TCLUST",300,1.61043953565236e-08,3.14488459618073e-07,0.210915302843321,0.0206644232480558,0.210915302843321,0.0206644232480558,-0.266666666666667,0.0255740485332257,0.266666666666667,0.0255740485332257,0,0,-0.482393333333354,0.0411431277744156
"stress",23,"TCLUST",300,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495333333332868,0.000431774057653716
"stress",24,"TCLUST",300,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619999999999588,0.000380898427459167
"stress",25,"TCLUST",300,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571033333333799,0.000294993465278901
"stress",26,"TCLUST",300,-9.73565322503034e-06,2.32255238011738e-06,0.785984800672389,0.0121376979901896,0.785984800672389,0.0121376979901896,-0.94,0.0137342186724184,0.94,0.0137342186724184,0,0,-1.48009333333332,0.0219843689749571
"stress",27,"TCLUST",300,-8.01682976646919e-06,3.19812248042296e-06,0.671448131020312,0.00426321241102058,0.671448131020312,0.00426321241102058,-1,0,0.986666666666667,0.00663313753541497,-0.0133333333333333,0.00663313753541497,-1.78639333333333,0.010902315621742
"stress",28,"TCLUST",300,-3.32083710533985e-08,2.84954038433141e-07,0.674715285237754,0.0224732482503915,0.674715285237754,0.0224732482503915,-0.753333333333333,0.0249294806221008,0.753333333333333,0.0249294806221008,0,0,-1.04145999999995,0.0333547802554045
"stress",29,"TCLUST",300,-5.10358458688472e-05,9.6885461449381e-06,0.857705301947497,0.0142653390207408,0.857705301947497,0.0142653390207408,-0.926666666666667,0.0150756792728213,0.926666666666667,0.0150756792728213,0,0,-1.48636666666673,0.0244514187797368
"stress",30,"TCLUST",300,-2.87577667608e-05,9.28864476022036e-06,0.906420134026855,0.0100427521144207,0.906420134026855,0.0100427521144207,-0.966666666666667,0.0103810707302166,0.966666666666667,0.0103810707302166,0,0,-1.49244333333334,0.0168243340636492
"stress",1,"TSRClust_unvalidated",300,-1.93683318215787e-06,2.1890761848976e-06,0.147510084768908,0.00967734570679847,0.147510084768908,0.00967734570679847,0.0366666666666667,0.0108689706266209,-0.0333333333333333,0.011404524257567,0.00666666666666667,0.00470615558697011,-1.60306,0.0209807080574239
